"","HOUR_IN_YEAR","HOUR_IN_DAY","DIFFUSED","DIRECT","GLOBAL"
"4502",2629,12,85.5797101449275,103.420289855072,189
"4868",2630,13,86.5857142857143,98.8857142857143,185.471428571429
"5234",2631,14,83.6428571428571,90.9571428571429,174.6
"5600",2632,15,73.6428571428571,75.3428571428571,148.985714285714
"5966",2633,16,61.7571428571429,52.2428571428571,114
"6332",2634,17,47.9710144927536,38.2173913043478,86.1884057971015
"6698",2635,18,27.3188405797101,17.1159420289855,44.4347826086956
"7064",2636,19,8.89855072463768,2.71014492753623,11.6086956521739
"7430",2637,20,0,0,0
"7796",2638,21,0,0,0
"8162",2639,22,0,0,0
"8528",2640,23,0,0,0
"111",2641,0,0,0,0
"477",2642,1,0,0,0
"843",2643,2,0,0,0
"1209",2644,3,0,0,0
"1575",2645,4,0,0,0
"1941",2646,5,0.0422535211267606,0,0.0422535211267606
"2307",2647,6,8.97142857142857,2.17142857142857,11.1428571428571
"2673",2648,7,27.0285714285714,17.1285714285714,44.1571428571429
"3039",2649,8,44.1142857142857,40.6857142857143,84.8
"3405",2650,9,57.1,68.1857142857143,125.285714285714
"3771",2651,10,73.1571428571429,91.5714285714286,164.728571428571
"4137",2652,11,86.6285714285714,96.5142857142857,183.142857142857
"4503",2653,12,85.5857142857143,103.271428571429,188.857142857143
"4869",2654,13,86.6,100.057142857143,186.657142857143
"5235",2655,14,81.9,87.2285714285714,169.128571428571
"5601",2656,15,73.9142857142857,75.3142857142857,149.228571428571
"5967",2657,16,60.8428571428571,56.4142857142857,117.257142857143
"6333",2658,17,43.9571428571429,36.3,80.2571428571429
"6699",2659,18,25.9428571428571,14.4142857142857,40.3571428571429
"7065",2660,19,9.81428571428571,2.75714285714286,12.5714285714286
"7431",2661,20,0.0140845070422535,0,0.0140845070422535
"7797",2662,21,0,0,0
"8163",2663,22,0,0,0
"8529",2664,23,0,0,0
"112",2665,0,0,0,0
"478",2666,1,0,0,0
"844",2667,2,0,0,0
"1210",2668,3,0,0,0
"1576",2669,4,0,0,0
"1942",2670,5,0.0704225352112676,0.028169014084507,0.0985915492957746
"2308",2671,6,9.1304347826087,3.07246376811594,12.2028985507246
"2674",2672,7,26.7826086956522,17.7536231884058,44.536231884058
"3040",2673,8,43.1739130434783,40.0434782608696,83.2173913043478
"3406",2674,9,58.0434782608696,66.2898550724638,124.333333333333
"3772",2675,10,64.3857142857143,95.4714285714286,159.857142857143
"4138",2676,11,71.6571428571429,104.985714285714,176.642857142857
"4504",2677,12,76.2,111.6,187.8
"4870",2678,13,77.3285714285714,103.342857142857,180.671428571429
"5236",2679,14,77.5142857142857,88.1571428571429,165.671428571429
"5602",2680,15,69.7285714285714,74.8571428571429,144.585714285714
"5968",2681,16,57.9857142857143,57.8714285714286,115.857142857143
"6334",2682,17,43.1285714285714,36.4571428571429,79.5857142857143
"6700",2683,18,27.7428571428571,16.7571428571429,44.5
"7066",2684,19,9.61428571428571,2.74285714285714,12.3571428571429
"7432",2685,20,0,0,0
"7798",2686,21,0,0,0
"8164",2687,22,0,0,0
"8530",2688,23,0,0,0
"113",2689,0,0,0,0
"479",2690,1,0,0,0
"845",2691,2,0,0,0
"1211",2692,3,0,0,0
"1577",2693,4,0,0,0
"1943",2694,5,0.0704225352112676,0,0.0704225352112676
"2309",2695,6,9.78571428571429,3.07142857142857,12.8571428571429
"2675",2696,7,25.9571428571429,17.9857142857143,43.9428571428571
"3041",2697,8,42.3714285714286,39.0142857142857,81.3857142857143
"3407",2698,9,60.2428571428571,58.6,118.842857142857
"3773",2699,10,69.9571428571429,87.2571428571429,157.214285714286
"4139",2700,11,75.4,107.414285714286,182.814285714286
"4505",2701,12,81.7428571428571,114.242857142857,195.985714285714
"4871",2702,13,86.0714285714286,110.085714285714,196.157142857143
"5237",2703,14,81.3714285714286,99.7142857142857,181.085714285714
"5603",2704,15,73.0428571428571,86.4428571428571,159.485714285714
"5969",2705,16,60.8428571428571,64.3285714285714,125.171428571429
"6335",2706,17,45.3571428571429,41.8857142857143,87.2428571428571
"6701",2707,18,27.9571428571429,17.0142857142857,44.9714285714286
"7067",2708,19,10.7714285714286,3.02857142857143,13.8
"7433",2709,20,0.028169014084507,0.0422535211267606,0.0704225352112676
"7799",2710,21,0,0,0
"8165",2711,22,0,0,0
"8531",2712,23,0,0,0
"114",2713,0,0,0,0
"480",2714,1,0,0,0
"846",2715,2,0,0,0
"1212",2716,3,0,0,0
"1578",2717,4,0,0,0
"1944",2718,5,0.0857142857142857,0.0142857142857143,0.1
"2310",2719,6,10.6571428571429,2.97142857142857,13.6285714285714
"2676",2720,7,27.7142857142857,16.2857142857143,44
"3042",2721,8,44.5428571428571,40.1285714285714,84.6714285714286
"3408",2722,9,62.4142857142857,65.4714285714286,127.885714285714
"3774",2723,10,71.6,83.1428571428571,154.742857142857
"4140",2724,11,81.0285714285714,104.471428571429,185.5
"4506",2725,12,84.2571428571429,110.314285714286,194.571428571429
"4872",2726,13,87,108.614285714286,195.614285714286
"5238",2727,14,81.1857142857143,104.057142857143,185.242857142857
"5604",2728,15,72.0571428571429,87.6857142857143,159.742857142857
"5970",2729,16,58.3142857142857,67.4571428571429,125.771428571429
"6336",2730,17,44.7857142857143,40.8,85.5857142857143
"6702",2731,18,27.8428571428571,17.6428571428571,45.4857142857143
"7068",2732,19,10.1857142857143,3.1,13.2857142857143
"7434",2733,20,0.028169014084507,0.0422535211267606,0.0704225352112676
"7800",2734,21,0,0,0
"8166",2735,22,0,0,0
"8532",2736,23,0,0,0
"115",2737,0,0,0,0
"481",2738,1,0,0,0
"847",2739,2,0,0,0
"1213",2740,3,0,0,0
"1579",2741,4,0,0,0
"1945",2742,5,0.114285714285714,0,0.114285714285714
"2311",2743,6,10.9428571428571,4.01428571428571,14.9571428571429
"2677",2744,7,27.9285714285714,19.5428571428571,47.4714285714286
"3043",2745,8,43.1428571428571,42.4714285714286,85.6142857142857
"3409",2746,9,56.4285714285714,67.7,124.128571428571
"3775",2747,10,70.0285714285714,85.1,155.128571428571
"4141",2748,11,81.1714285714286,98.6857142857143,179.857142857143
"4507",2749,12,85.6714285714286,96.4571428571429,182.128571428571
"4873",2750,13,86.9571428571429,99.6285714285714,186.585714285714
"5239",2751,14,82.5571428571429,85.4428571428571,168
"5605",2752,15,76.4857142857143,69.0428571428571,145.528571428571
"5971",2753,16,61.5857142857143,50.8714285714286,112.457142857143
"6337",2754,17,46.4571428571429,31.8,78.2571428571429
"6703",2755,18,27.9,17.3857142857143,45.2857142857143
"7069",2756,19,11.1714285714286,3.3,14.4714285714286
"7435",2757,20,0.0285714285714286,0.0285714285714286,0.0571428571428571
"7801",2758,21,0,0,0
"8167",2759,22,0,0,0
"8533",2760,23,0,0,0
"116",2761,0,0,0,0
"482",2762,1,0,0,0
"848",2763,2,0,0,0
"1214",2764,3,0,0,0
"1580",2765,4,0,0,0
"1946",2766,5,0.0845070422535211,0,0.0845070422535211
"2312",2767,6,11.4714285714286,3.78571428571429,15.2571428571429
"2678",2768,7,29.8428571428571,19.4,49.2428571428571
"3044",2769,8,46.4857142857143,42.2857142857143,88.7714285714286
"3410",2770,9,59.3428571428571,71.1285714285714,130.471428571429
"3776",2771,10,75.6428571428571,84.8285714285714,160.471428571429
"4142",2772,11,85.0428571428571,91.8142857142857,176.857142857143
"4508",2773,12,90.1,103.257142857143,193.357142857143
"4874",2774,13,88.6428571428571,93,181.642857142857
"5240",2775,14,85.1285714285714,85.2285714285714,170.357142857143
"5606",2776,15,76.0285714285714,72.1,148.128571428571
"5972",2777,16,63.4714285714286,54.3428571428571,117.814285714286
"6338",2778,17,45.9571428571429,33.1,79.0571428571429
"6704",2779,18,29.6285714285714,15.8571428571429,45.4857142857143
"7070",2780,19,12.3,2.61428571428571,14.9142857142857
"7436",2781,20,0.028169014084507,0.0140845070422535,0.0422535211267606
"7802",2782,21,0,0,0
"8168",2783,22,0,0,0
"8534",2784,23,0,0,0
"117",2785,0,0,0,0
"483",2786,1,0,0,0
"849",2787,2,0,0,0
"1215",2788,3,0,0,0
"1581",2789,4,0,0,0
"1947",2790,5,0.0985915492957746,0.0140845070422535,0.112676056338028
"2313",2791,6,9.74285714285714,2.48571428571429,12.2285714285714
"2679",2792,7,26.0428571428571,14.1142857142857,40.1571428571429
"3045",2793,8,42.3714285714286,33.1142857142857,75.4857142857143
"3411",2794,9,57.8571428571429,52,109.857142857143
"3777",2795,10,74.3285714285714,60.2285714285714,134.557142857143
"4143",2796,11,85.3,72.3714285714286,157.671428571429
"4509",2797,12,85.9142857142857,81.8571428571429,167.771428571429
"4875",2798,13,86.9142857142857,81.9714285714286,168.885714285714
"5241",2799,14,79.2714285714286,76.8,156.071428571429
"5607",2800,15,69.6857142857143,68.5714285714286,138.257142857143
"5973",2801,16,57.6714285714286,52.1714285714286,109.842857142857
"6339",2802,17,44.5428571428571,33.7857142857143,78.3285714285714
"6705",2803,18,27.5714285714286,14.6285714285714,42.2
"7071",2804,19,11.0857142857143,2.85714285714286,13.9428571428571
"7437",2805,20,0.0422535211267606,0,0.0422535211267606
"7803",2806,21,0,0,0
"8169",2807,22,0,0,0
"8535",2808,23,0,0,0
"118",2809,0,0,0,0
"484",2810,1,0,0,0
"850",2811,2,0,0,0
"1216",2812,3,0,0,0
"1582",2813,4,0,0,0
"1948",2814,5,0.428571428571429,0.0142857142857143,0.442857142857143
"2314",2815,6,11.3857142857143,1.91428571428571,13.3
"2680",2816,7,28.1428571428571,12.3714285714286,40.5142857142857
"3046",2817,8,47.8857142857143,30.6857142857143,78.5714285714286
"3412",2818,9,62.1285714285714,52.1,114.228571428571
"3778",2819,10,74.2,73.3571428571429,147.557142857143
"4144",2820,11,83.4857142857143,87.1428571428571,170.628571428571
"4510",2821,12,86.5285714285714,90.2285714285714,176.757142857143
"4876",2822,13,83,84.5652173913043,167.565217391304
"5242",2823,14,82.6285714285714,81.6857142857143,164.314285714286
"5608",2824,15,76.4285714285714,71.3,147.728571428571
"5974",2825,16,63.5714285714286,53.1571428571429,116.728571428571
"6340",2826,17,49.7285714285714,31.7428571428571,81.4714285714286
"6706",2827,18,31.1285714285714,14.4714285714286,45.6
"7072",2828,19,12.3285714285714,2.84285714285714,15.1714285714286
"7438",2829,20,0.357142857142857,0.0428571428571429,0.4
"7804",2830,21,0,0,0
"8170",2831,22,0,0,0
"8536",2832,23,0,0,0
"119",2833,0,0,0,0
"485",2834,1,0,0,0
"851",2835,2,0,0,0
"1217",2836,3,0,0,0
"1583",2837,4,0,0,0
"1949",2838,5,0.6,0.0571428571428571,0.657142857142857
"2315",2839,6,12.3428571428571,2.78571428571429,15.1285714285714
"2681",2840,7,30.7571428571429,14.5428571428571,45.3
"3047",2841,8,48.3714285714286,31.3571428571429,79.7285714285714
"3413",2842,9,64.0714285714286,50.2428571428571,114.314285714286
"3779",2843,10,74.5857142857143,65.7,140.285714285714
"4145",2844,11,89.2714285714286,78.2142857142857,167.485714285714
"4511",2845,12,93.0285714285714,82.8428571428571,175.871428571429
"4877",2846,13,95.4428571428571,86.6428571428571,182.085714285714
"5243",2847,14,88.5428571428571,82.8857142857143,171.428571428571
"5609",2848,15,79.7714285714286,72.7428571428571,152.514285714286
"5975",2849,16,67.0428571428571,53.7,120.742857142857
"6341",2850,17,48.0142857142857,32.2571428571429,80.2714285714286
"6707",2851,18,30.1428571428571,15.4142857142857,45.5571428571429
"7073",2852,19,13.1714285714286,4.18571428571429,17.3571428571429
"7439",2853,20,0.642857142857143,0.0571428571428571,0.7
"7805",2854,21,0,0,0
"8171",2855,22,0,0,0
"8537",2856,23,0,0,0
"120",2857,0,0,0,0
"486",2858,1,0,0,0
"852",2859,2,0,0,0
"1218",2860,3,0,0,0
"1584",2861,4,0,0,0
"1950",2862,5,0.871428571428571,0.0571428571428571,0.928571428571429
"2316",2863,6,13.0714285714286,4.64285714285714,17.7142857142857
"2682",2864,7,31.1428571428571,19.6714285714286,50.8142857142857
"3048",2865,8,47.8571428571429,37.7,85.5571428571429
"3414",2866,9,63.7285714285714,67.8142857142857,131.542857142857
"3780",2867,10,73.8285714285714,84.6,158.428571428571
"4146",2868,11,82.6,95.0571428571429,177.657142857143
"4512",2869,12,87.2857142857143,93.7,180.985714285714
"4878",2870,13,86.6142857142857,91.7142857142857,178.328571428571
"5244",2871,14,86.2285714285714,76.7285714285714,162.957142857143
"5610",2872,15,82.6714285714286,62.3,144.971428571429
"5976",2873,16,69.8857142857143,48.3,118.185714285714
"6342",2874,17,50.6285714285714,31.7571428571429,82.3857142857143
"6708",2875,18,31.8428571428571,16.1571428571429,48
"7074",2876,19,12.9571428571429,4,16.9571428571429
"7440",2877,20,0.785714285714286,0.0857142857142857,0.871428571428571
"7806",2878,21,0,0,0
"8172",2879,22,0,0,0
"8538",2880,23,0,0,0
"121",2881,0,0,0,0
"487",2882,1,0,0,0
"853",2883,2,0,0,0
"1219",2884,3,0,0,0
"1585",2885,4,0,0,0
"1951",2886,5,1.2463768115942,0.072463768115942,1.31884057971015
"2317",2887,6,13.4492753623188,5.15942028985507,18.6086956521739
"2683",2888,7,32.5217391304348,23.536231884058,56.0579710144928
"3049",2889,8,48.2647058823529,53.0735294117647,101.338235294118
"3415",2890,9,62.5441176470588,78.9264705882353,141.470588235294
"3781",2891,10,73.9117647058823,99.4558823529412,173.367647058824
"4147",2892,11,81.6911764705882,113.176470588235,194.867647058824
"4513",2893,12,88.3382352941177,108.294117647059,196.632352941176
"4879",2894,13,87.6911764705882,113.5,201.191176470588
"5245",2895,14,80.7826086956522,97.7391304347826,178.521739130435
"5611",2896,15,73.5507246376812,81.304347826087,154.855072463768
"5977",2897,16,60.5652173913044,57.5072463768116,118.072463768116
"6343",2898,17,46.768115942029,43.1739130434783,89.9420289855072
"6709",2899,18,29.7971014492754,22.2608695652174,52.0579710144928
"7075",2900,19,12.9130434782609,5.66666666666667,18.5797101449275
"7441",2901,20,0.72463768115942,0.159420289855072,0.884057971014493
"7807",2902,21,0,0,0
"8173",2903,22,0,0,0
"8539",2904,23,0,0,0
"122",2905,0,0,0,0
"488",2906,1,0,0,0
"854",2907,2,0,0,0
"1220",2908,3,0,0,0
"1586",2909,4,0,0,0
"1952",2910,5,1.34782608695652,0.101449275362319,1.44927536231884
"2318",2911,6,13.8405797101449,6.17391304347826,20.0144927536232
"2684",2912,7,29.3333333333333,25.5217391304348,54.8550724637681
"3050",2913,8,43.8550724637681,48.5652173913044,92.4202898550725
"3416",2914,9,56.4927536231884,71.3333333333333,127.826086956522
"3782",2915,10,68.9130434782609,91.3623188405797,160.275362318841
"4148",2916,11,81.9855072463768,104.869565217391,186.855072463768
"4514",2917,12,89.6376811594203,111.130434782609,200.768115942029
"4880",2918,13,86.463768115942,104.913043478261,191.376811594203
"5246",2919,14,80.1470588235294,95.4705882352941,175.617647058824
"5612",2920,15,70.4782608695652,84.8405797101449,155.31884057971
"5978",2921,16,58.1014492753623,61.3768115942029,119.478260869565
"6344",2922,17,44.695652173913,44.463768115942,89.1594202898551
"6710",2923,18,29.0579710144928,22.6086956521739,51.6666666666667
"7076",2924,19,13.2608695652174,5.92753623188406,19.1884057971014
"7442",2925,20,0.884057971014493,0.144927536231884,1.02898550724638
"7808",2926,21,0,0,0
"8174",2927,22,0,0,0
"8540",2928,23,0,0,0
"123",2929,0,0,0,0
"489",2930,1,0,0,0
"855",2931,2,0,0,0
"1221",2932,3,0,0,0
"1587",2933,4,0,0,0
"1953",2934,5,1.56521739130435,0.173913043478261,1.73913043478261
"2319",2935,6,15,6.73913043478261,21.7391304347826
"2685",2936,7,32.2173913043478,25.9565217391304,58.1739130434783
"3051",2937,8,48.2028985507246,48.7826086956522,96.9855072463768
"3417",2938,9,61.231884057971,74.4347826086957,135.666666666667
"3783",2939,10,73.2608695652174,96.8550724637681,170.115942028986
"4149",2940,11,81.7971014492754,105.536231884058,187.333333333333
"4515",2941,12,78.4492753623188,111.898550724638,190.347826086957
"4881",2942,13,80.9565217391304,111.478260869565,192.434782608696
"5247",2943,14,79.0434782608696,103.405797101449,182.449275362319
"5613",2944,15,72.9420289855072,83.2463768115942,156.188405797101
"5979",2945,16,63,60.695652173913,123.695652173913
"6345",2946,17,50.3913043478261,43.8695652173913,94.2608695652174
"6711",2947,18,30.8550724637681,21.4927536231884,52.3478260869565
"7077",2948,19,14.7826086956522,6.40579710144928,21.1884057971014
"7443",2949,20,1.02898550724638,0.159420289855072,1.18840579710145
"7809",2950,21,0,0,0
"8175",2951,22,0,0,0
"8541",2952,23,0,0,0
"124",2953,0,0,0,0
"490",2954,1,0,0,0
"856",2955,2,0,0,0
"1222",2956,3,0,0,0
"1588",2957,4,0,0,0
"1954",2958,5,1.59420289855072,0.144927536231884,1.73913043478261
"2320",2959,6,15.8405797101449,5.72463768115942,21.5652173913043
"2686",2960,7,35.4057971014493,18.3478260869565,53.7536231884058
"3052",2961,8,53.8985507246377,42.9855072463768,96.8840579710145
"3418",2962,9,69.5217391304348,71.4492753623188,140.971014492754
"3784",2963,10,78.8550724637681,97,175.855072463768
"4150",2964,11,89.8695652173913,106.579710144928,196.449275362319
"4516",2965,12,92.2608695652174,106.753623188406,199.014492753623
"4882",2966,13,89.4347826086957,104.521739130435,193.95652173913
"5248",2967,14,90.9855072463768,95.7826086956522,186.768115942029
"5614",2968,15,79.1449275362319,69.7246376811594,148.869565217391
"5980",2969,16,67.0869565217391,51.1159420289855,118.202898550725
"6346",2970,17,49.0724637681159,33.1304347826087,82.2028985507246
"6712",2971,18,30.6811594202899,15.2463768115942,45.9275362318841
"7078",2972,19,14.9565217391304,4.21739130434783,19.1739130434783
"7444",2973,20,1.28985507246377,0.27536231884058,1.56521739130435
"7810",2974,21,0,0,0
"8176",2975,22,0,0,0
"8542",2976,23,0,0,0
"125",2977,0,0,0,0
"491",2978,1,0,0,0
"857",2979,2,0,0,0
"1223",2980,3,0,0,0
"1589",2981,4,0,0,0
"1955",2982,5,1.78260869565217,0.202898550724638,1.98550724637681
"2321",2983,6,15.7971014492754,6.04347826086957,21.8405797101449
"2687",2984,7,32.536231884058,22.9565217391304,55.4927536231884
"3053",2985,8,48.2753623188406,44.695652173913,92.9710144927536
"3419",2986,9,64.4782608695652,67.8550724637681,132.333333333333
"3785",2987,10,77.8405797101449,91.2173913043478,169.057971014493
"4151",2988,11,89.1739130434783,95.2463768115942,184.420289855072
"4517",2989,12,90.9565217391304,92.4492753623188,183.405797101449
"4883",2990,13,93.9275362318841,84.8840579710145,178.811594202899
"5249",2991,14,85.8115942028985,84.3913043478261,170.202898550725
"5615",2992,15,80.2608695652174,76.9565217391304,157.217391304348
"5981",2993,16,69.231884057971,57.0579710144928,126.289855072464
"6347",2994,17,51.9710144927536,38.5942028985507,90.5652173913043
"6713",2995,18,33.5072463768116,20.1449275362319,53.6521739130435
"7079",2996,19,15.3478260869565,5.79710144927536,21.1449275362319
"7445",2997,20,1.39130434782609,0.289855072463768,1.68115942028985
"7811",2998,21,0,0,0
"8177",2999,22,0,0,0
"8543",3000,23,0,0,0
"126",3001,0,0,0,0
"492",3002,1,0,0,0
"858",3003,2,0,0,0
"1224",3004,3,0,0,0
"1590",3005,4,0,0,0
"1956",3006,5,1.8695652173913,0.217391304347826,2.08695652173913
"2322",3007,6,15.2608695652174,4.50724637681159,19.768115942029
"2688",3008,7,31.6521739130435,17.1449275362319,48.7971014492754
"3054",3009,8,48.463768115942,38.2173913043478,86.6811594202899
"3420",3010,9,63.1159420289855,54.4927536231884,117.608695652174
"3786",3011,10,76.536231884058,71.9420289855072,148.478260869565
"4152",3012,11,87.3623188405797,81.4347826086957,168.797101449275
"4518",3013,12,92.0289855072464,86.304347826087,178.333333333333
"4884",3014,13,92.4202898550725,86.3623188405797,178.782608695652
"5250",3015,14,83.2463768115942,85.1594202898551,168.405797101449
"5616",3016,15,74.231884057971,77.4347826086957,151.666666666667
"5982",3017,16,66.1884057971015,61.7101449275362,127.898550724638
"6348",3018,17,49.304347826087,38.7826086956522,88.0869565217391
"6714",3019,18,30.3478260869565,17.1014492753623,47.4492753623188
"7080",3020,19,14.3478260869565,5.17391304347826,19.5217391304348
"7446",3021,20,1.94202898550725,0.188405797101449,2.1304347826087
"7812",3022,21,0,0,0
"8178",3023,22,0,0,0
"8544",3024,23,0,0,0
"127",3025,0,0,0,0
"493",3026,1,0,0,0
"859",3027,2,0,0,0
"1225",3028,3,0,0,0
"1591",3029,4,0,0,0
"1957",3030,5,2.65217391304348,0.289855072463768,2.94202898550725
"2323",3031,6,17.2028985507246,6.49275362318841,23.695652173913
"2689",3032,7,34.7391304347826,25.304347826087,60.0434782608696
"3055",3033,8,51.5942028985507,48.5652173913044,100.159420289855
"3421",3034,9,64.3333333333333,69.9710144927536,134.304347826087
"3787",3035,10,75.5217391304348,93.4492753623188,168.971014492754
"4153",3036,11,86.536231884058,101.536231884058,188.072463768116
"4519",3037,12,93.463768115942,109.536231884058,203
"4885",3038,13,93.5217391304348,95.3478260869565,188.869565217391
"5251",3039,14,91.5652173913043,83.768115942029,175.333333333333
"5617",3040,15,82.5652173913043,70.9130434782609,153.478260869565
"5983",3041,16,66.2463768115942,55.9565217391304,122.202898550725
"6349",3042,17,49.8985507246377,41.304347826087,91.2028985507246
"6715",3043,18,32.6376811594203,20.6811594202899,53.3188405797101
"7081",3044,19,15.304347826087,6.50724637681159,21.8115942028986
"7447",3045,20,2.01449275362319,0.347826086956522,2.36231884057971
"7813",3046,21,0,0,0
"8179",3047,22,0,0,0
"8545",3048,23,0,0,0
"128",3049,0,0,0,0
"494",3050,1,0,0,0
"860",3051,2,0,0,0
"1226",3052,3,0,0,0
"1592",3053,4,0,0,0
"1958",3054,5,2.8695652173913,0.463768115942029,3.33333333333333
"2324",3055,6,17.4117647058824,6.57352941176471,23.9852941176471
"2690",3056,7,34.6811594202899,21.9275362318841,56.6086956521739
"3056",3057,8,52.9420289855072,43.8260869565217,96.768115942029
"3422",3058,9,68.4202898550725,66.9710144927536,135.391304347826
"3788",3059,10,78.9710144927536,86.8405797101449,165.811594202899
"4154",3060,11,90.1884057971015,98.9130434782609,189.101449275362
"4520",3061,12,91.2753623188406,104.507246376812,195.782608695652
"4886",3062,13,89.5942028985507,103.36231884058,192.95652173913
"5252",3063,14,89.4202898550725,83.1884057971015,172.608695652174
"5618",3064,15,75.3188405797101,73.304347826087,148.623188405797
"5984",3065,16,63.4202898550725,54.695652173913,118.115942028986
"6350",3066,17,51.1304347826087,38.304347826087,89.4347826086957
"6716",3067,18,33.231884057971,22.4492753623188,55.6811594202899
"7082",3068,19,15.3913043478261,6.07246376811594,21.463768115942
"7448",3069,20,2.49275362318841,0.231884057971014,2.72463768115942
"7814",3070,21,0,0,0
"8180",3071,22,0,0,0
"8546",3072,23,0,0,0
"129",3073,0,0,0,0
"495",3074,1,0,0,0
"861",3075,2,0,0,0
"1227",3076,3,0,0,0
"1593",3077,4,0,0,0
"1959",3078,5,3.30434782608696,0.173913043478261,3.47826086956522
"2325",3079,6,17.9710144927536,7.30434782608696,25.2753623188406
"2691",3080,7,36.231884057971,25.9855072463768,62.2173913043478
"3057",3081,8,49.9420289855072,54.2028985507246,104.144927536232
"3423",3082,9,64.9855072463768,77.4492753623188,142.434782608696
"3789",3083,10,75.1304347826087,101.550724637681,176.68115942029
"4155",3084,11,88.8529411764706,111.455882352941,200.308823529412
"4521",3085,12,92.2058823529412,111.382352941176,203.588235294118
"4887",3086,13,89.1449275362319,113.623188405797,202.768115942029
"5253",3087,14,86.4782608695652,94.8985507246377,181.376811594203
"5619",3088,15,81.8985507246377,85.3913043478261,167.289855072464
"5985",3089,16,68.2173913043478,68.9565217391304,137.173913043478
"6351",3090,17,51.4347826086956,43.8115942028985,95.2463768115942
"6717",3091,18,33.7246376811594,22.8840579710145,56.6086956521739
"7083",3092,19,18.1014492753623,7.10144927536232,25.2028985507246
"7449",3093,20,2.8695652173913,0.36231884057971,3.23188405797101
"7815",3094,21,0,0,0
"8181",3095,22,0,0,0
"8547",3096,23,0,0,0
"130",3097,0,0,0,0
"496",3098,1,0,0,0
"862",3099,2,0,0,0
"1228",3100,3,0,0,0
"1594",3101,4,0,0,0
"1960",3102,5,2.72463768115942,0.463768115942029,3.18840579710145
"2326",3103,6,17.0579710144928,8.53623188405797,25.5942028985507
"2692",3104,7,33,27.3478260869565,60.3478260869565
"3058",3105,8,50.5942028985507,51,101.594202898551
"3424",3106,9,64.9420289855072,79.1014492753623,144.04347826087
"3790",3107,10,75.6911764705882,106.235294117647,181.926470588235
"4156",3108,11,88.0294117647059,118.397058823529,206.426470588235
"4522",3109,12,89.955223880597,123.134328358209,213.089552238806
"4888",3110,13,87.5223880597015,110.761194029851,198.283582089552
"5254",3111,14,83.8695652173913,94.3623188405797,178.231884057971
"5620",3112,15,74.5507246376812,85.8985507246377,160.449275362319
"5986",3113,16,61.3478260869565,64.1594202898551,125.507246376812
"6352",3114,17,48.7826086956522,45.3768115942029,94.1594202898551
"6718",3115,18,34.8405797101449,26.4492753623188,61.2898550724638
"7084",3116,19,16.9710144927536,8,24.9710144927536
"7450",3117,20,2.84057971014493,0.507246376811594,3.34782608695652
"7816",3118,21,0,0,0
"8182",3119,22,0,0,0
"8548",3120,23,0,0,0
"131",3121,0,0,0,0
"497",3122,1,0,0,0
"863",3123,2,0,0,0
"1229",3124,3,0,0,0
"1595",3125,4,0,0,0
"1961",3126,5,3.44927536231884,0.376811594202899,3.82608695652174
"2327",3127,6,18.536231884058,7.76811594202899,26.304347826087
"2693",3128,7,34.3768115942029,27.0434782608696,61.4202898550725
"3059",3129,8,50.1739130434783,52.1594202898551,102.333333333333
"3425",3130,9,65.536231884058,72.8840579710145,138.420289855072
"3791",3131,10,76.1739130434783,86.6521739130435,162.826086956522
"4157",3132,11,87.6376811594203,103.014492753623,190.652173913043
"4523",3133,12,93.768115942029,107.04347826087,200.811594202899
"4889",3134,13,94.6666666666667,101.724637681159,196.391304347826
"5255",3135,14,91.1739130434783,93.4202898550725,184.594202898551
"5621",3136,15,77.5942028985507,79.8840579710145,157.478260869565
"5987",3137,16,68.1764705882353,59.6029411764706,127.779411764706
"6353",3138,17,52.2058823529412,40.2352941176471,92.4411764705882
"6719",3139,18,33.9855072463768,23.4782608695652,57.463768115942
"7085",3140,19,17.6231884057971,8.55072463768116,26.1739130434783
"7451",3141,20,3.31884057971015,0.753623188405797,4.07246376811594
"7817",3142,21,0,0,0
"8183",3143,22,0,0,0
"8549",3144,23,0,0,0
"132",3145,0,0,0,0
"498",3146,1,0,0,0
"864",3147,2,0,0,0
"1230",3148,3,0,0,0
"1596",3149,4,0,0,0
"1962",3150,5,3.26086956521739,0.63768115942029,3.89855072463768
"2328",3151,6,18.3913043478261,10,28.3913043478261
"2694",3152,7,36.0434782608696,32.3623188405797,68.4057971014493
"3060",3153,8,51.1594202898551,55.8840579710145,107.04347826087
"3426",3154,9,68.5507246376812,79.0144927536232,147.565217391304
"3792",3155,10,77.536231884058,109.115942028986,186.652173913043
"4158",3156,11,90.3188405797101,106.652173913043,196.971014492754
"4524",3157,12,93.1764705882353,111.102941176471,204.279411764706
"4890",3158,13,96.6086956521739,102.275362318841,198.884057971014
"5256",3159,14,88.2898550724638,88.4927536231884,176.782608695652
"5622",3160,15,79.2028985507246,74.8695652173913,154.072463768116
"5988",3161,16,68.2028985507246,60.6666666666667,128.869565217391
"6354",3162,17,53.6086956521739,39,92.6086956521739
"6720",3163,18,34.8115942028985,21.5072463768116,56.3188405797101
"7086",3164,19,17.2608695652174,7.65217391304348,24.9130434782609
"7452",3165,20,3.27536231884058,0.550724637681159,3.82608695652174
"7818",3166,21,0,0,0
"8184",3167,22,0,0,0
"8550",3168,23,0,0,0
"133",3169,0,0,0,0
"499",3170,1,0,0,0
